Chr	Start	End	MeanCovT	MeanCovN
1	10400000	10400150	194.77071622089	209.102794667706
1	10600000	10600150	150.215007427242	176.861224905588
1	10800000	10800150	176.875805249666	200.90519383084
1	11000000	11000150	168.325159505927	206.558282033075
1	11200000	11200150	237.107080384206	209.266102721449
1	11400000	11400150	241.873322410705	210.62964766752
1	11600000	11600150	211.126553439913	202.439380367287
1	11800000	11800150	200.413867379205	219.447240431327
1	12000000	12000150	226.936541927293	199.182035925332
1	12200000	12200150	225.001515589806	195.813333697151
1	12400000	12400150	173.176289030641	176.160285423975
1	12600000	12600150	204.869332636822	212.892908824142
1	12800000	12800150	227.549396350013	222.885868535377
1	13000000	13000150	158.057972972096	186.99791515246
1	13200000	13200150	230.987012723325	220.189984072931
1	13400000	13400150	216.658654246248	191.045584040694
1	13600000	13600150	237.458965720951	221.263578603975
1	13800000	13800150	133.819020349963	176.934063143563
1	14000000	14000150	215.021537681113	214.21680242056
1	14200000	14200150	200.955254088572	203.753334097564
1	14400000	14400150	192.128270324161	210.615830123425
1	14600000	14600150	154.359044056376	192.855756648351
1	14800000	14800150	181.32314906591	196.004629542585
1	15000000	15000150	202.787453928178	217.744067672174
1	15200000	15200150	200.213954856673	182.233628805261
1	15400000	15400150	171.325946985564	186.457918083761
1	15600000	15600150	191.940996675956	184.78324257303
1	15800000	15800150	198.169626249852	179.438573459629
1	16000000	16000150	204.937081763402	183.117402181961
1	16200000	16200150	178.718397018522	190.123556577601
1	16400000	16400150	173.825075443833	183.822618040722
1	16600000	16600150	212.631808214062	221.04930538917
1	16800000	16800150	187.289601160738	178.156133298762
1	17000000	17000150	225.343967609725	203.678392246366
1	17200000	17200150	182.966251460494	181.607411592267
1	17400000	17400150	253.358596436979	199.128759209998
1	17600000	17600150	185.25427912471	188.68740304606
1	17800000	17800150	181.298333249566	195.726381649729
1	18000000	18000150	220.098283657723	196.809979574755
1	18200000	18200150	217.721636314007	221.418616420124
1	18400000	18400150	245.421932814628	216.242841875646
1	18600000	18600150	264.993315744296	204.541229491588
1	18800000	18800150	159.856825849648	175.557484617457
1	19000000	19000150	214.975215404003	202.142643695697
1	19200000	19200150	214.944140570478	206.476326868869
1	19400000	19400150	201.035582406261	179.204290499911
1	19600000	19600150	152.070330165759	212.681261927355
1	19800000	19800150	155.143318212636	183.323826093692
1	20000000	20000150	186.298471522629	195.257977687288
1	20200000	20200150	242.9109390977	204.968395922333
1	20400000	20400150	213.887638450221	197.584090824239
1	20600000	20600150	172.65285450296	181.841271044686
1	20800000	20800150	207.245212330399	211.308940046001
1	21000000	21000150	218.920968422536	207.727663114201
1	21200000	21200150	272.515028402965	217.311626113951
1	21400000	21400150	184.859204291055	182.977585820481
1	21600000	21600150	251.980166339254	210.04428435117
1	21800000	21800150	219.457550622119	202.002863853704
1	22000000	22000150	139.744193299084	190.039458707906
1	22200000	22200150	194.562222827692	216.493862343486
1	22400000	22400150	206.374436610703	210.904185532127
1	22600000	22600150	213.820200696454	176.835050107911
1	22800000	22800150	207.296967538641	204.791134118568
1	23000000	23000150	215.755747187876	206.118309975136
1	23200000	23200150	171.274771721886	179.417738539632
1	23400000	23400150	293.760482421522	224.733757635113
1	23600000	23600150	240.324865376209	186.798145179637
1	23800000	23800150	207.613433625969	184.733185300138
1	24000000	24000150	153.784140488087	176.091239368543
1	24200000	24200150	235.027243278915	210.337732313201
1	24400000	24400150	189.209427366664	190.033184341155
1	24600000	24600150	168.011316748509	192.370211577509
1	24800000	24800150	230.137314704407	207.052145584021
1	25000000	25000150	196.16061677969	219.583347532898
1	25200000	25200150	167.17007370328	224.721205211245
1	25400000	25400150	188.100331867981	219.208429043647
1	25600000	25600150	157.35684268978	211.103243206162
1	25800000	25800150	202.5922345035	190.50182485953
1	26000000	26000150	165.264558569728	179.799157870002
1	26200000	26200150	228.01896407607	194.212429283652
1	26400000	26400150	211.806747361271	201.75696357619
1	26600000	26600150	193.746118371248	189.157697791234
1	26800000	26800150	154.625688666367	177.384122973308
1	27000000	27000150	207.262919232322	222.364941088017
1	27200000	27200150	192.722051273035	190.515281318221
1	27400000	27400150	220.553360293042	183.465094084386
1	27600000	27600150	286.397646446769	216.925678448752
1	27800000	27800150	187.644632899746	200.822328554932
1	28000000	28000150	164.872840440703	182.516020094045
1	28200000	28200150	167.52462156008	178.351315122563
1	28400000	28400150	257.755024517096	200.413412693888
1	28600000	28600150	209.393988847068	212.284037272912
1	28800000	28800150	280.358547460678	205.016517534386
1	29000000	29000150	203.051816285131	205.617660703138
1	29200000	29200150	189.302832476134	194.489046942908
1	29400000	29400150	206.891865661917	220.8781648078
1	29600000	29600150	217.166531826789	206.759139744099
1	29800000	29800150	212.360948094869	196.834954060614
1	30000000	30000150	204.755765207723	217.426150513347
1	30200000	30200150	202.219446222653	191.121419868432
1	30400000	30400150	255.695855403635	203.06599343894
1	30600000	30600150	164.940253599046	203.344033483882
1	30800000	30800150	161.6248545615	206.012887798715
1	31000000	31000150	248.509240733907	220.928319892846
1	31200000	31200150	148.671628066479	178.416759439278
1	31400000	31400150	228.798438737799	213.341182481963
1	31600000	31600150	194.683521597597	204.230828874279
1	31800000	31800150	207.78122846052	206.561068864539
1	32000000	32000150	196.322541538189	218.593510147184
1	32200000	32200150	201.504982923015	218.942693632562
1	32400000	32400150	166.106691194714	188.050891715102
1	32600000	32600150	193.396698492297	204.895997839049
1	32800000	32800150	180.619866648461	218.096870370209
1	33000000	33000150	203.343191323143	193.005786242429
1	33200000	33200150	264.642215332815	221.751904510893
1	33400000	33400150	207.929090718869	220.837158348877
1	33600000	33600150	173.789309058849	220.631467085332
1	33800000	33800150	213.494460020369	207.992781826761
1	34000000	34000150	191.038256671135	189.91879762616
1	34200000	34200150	196.099116688979	197.55252157338
1	34400000	34400150	244.22113201752	213.212206528988
1	34600000	34600150	191.518478720159	198.679881507996
1	34800000	34800150	273.977250021642	219.730339350644
1	35000000	35000150	134.517363098633	175.505162985064
1	35200000	35200150	194.568922761716	202.028017188422
1	35400000	35400150	144.49215390931	182.392991078086
1	35600000	35600150	239.173613494576	223.204770102166
1	35800000	35800150	199.930336859798	224.009946396109
1	36000000	36000150	270.683840334859	220.868321950547
1	36200000	36200150	265.90561246696	223.7834245665
1	36400000	36400150	221.848289781707	196.710785245523
1	36600000	36600150	207.131796380438	176.36830782285
1	36800000	36800150	145.10671710737	192.665962199681
1	37000000	37000150	209.620426985098	208.900227234699
1	37200000	37200150	150.05976363062	185.959263774566
1	37400000	37400150	188.58061291233	196.807768347207
1	37600000	37600150	195.916866057896	201.92582779564
1	37800000	37800150	178.45749486271	197.925036982633
1	38000000	38000150	197.896337057785	214.021460874937
1	38200000	38200150	193.990055050978	209.00251402054
1	38400000	38400150	242.852516647289	195.080946909729
1	38600000	38600150	225.9343293277	208.572504180484
1	38800000	38800150	208.171852379228	202.591567533091
1	39000000	39000150	231.373159402912	214.816062152386
1	39200000	39200150	218.211814101324	217.84499050118
1	39400000	39400150	165.64407127666	192.467977583874
1	39600000	39600150	240.082840235806	184.05684720492
1	39800000	39800150	199.508384043798	223.912658717018
1	40000000	40000150	226.687273328204	212.644279189408
1	40200000	40200150	173.296910778208	179.271761560813
1	40400000	40400150	188.94177974553	191.583337355405
1	40600000	40600150	218.211706876557	203.237370564602
1	40800000	40800150	203.394556589051	199.944376782514
1	41000000	41000150	195.231061081865	197.746281221043
1	41200000	41200150	152.2182660689	192.223163414747
1	41400000	41400150	229.575538675672	215.251901058946
1	41600000	41600150	215.619537468784	202.631872077473
1	41800000	41800150	199.830322296276	202.559440874029
1	42000000	42000150	201.852667552912	210.442124283873
1	42200000	42200150	263.827085660657	203.825462865643
1	42400000	42400150	177.756774512458	206.690276635345
1	42600000	42600150	203.265974924818	207.580248615704
1	42800000	42800150	205.106819171892	202.722955716308
1	43000000	43000150	150.863032946296	175.647777214181
1	43200000	43200150	189.836442826399	196.963059366681
1	43400000	43400150	191.985829867523	217.386365355924
1	43600000	43600150	164.529518024528	181.762856745627
1	43800000	43800150	209.125808053839	219.279950181954
1	44000000	44000150	233.037933412682	215.929560165387
1	44200000	44200150	202.725302348181	213.676054670941
1	44400000	44400150	197.795115724996	193.891115870792
1	44600000	44600150	228.872131271184	194.308424391784
1	44800000	44800150	198.186068192896	192.956603528
1	45000000	45000150	254.757352116527	195.501575351227
1	45200000	45200150	170.276739437386	204.54697801033
1	45400000	45400150	155.493579739824	197.405327844899
1	45600000	45600150	246.909655753268	217.055026337039
1	45800000	45800150	199.965314131897	223.260317172389
1	46000000	46000150	211.17024653378	205.736335599795
1	46200000	46200150	167.356922946002	190.532382833771
1	46400000	46400150	226.433083360903	185.587456356734
1	46600000	46600150	215.711604156308	205.660194391385
1	46800000	46800150	176.043203132584	205.352196085732
1	47000000	47000150	165.197416804952	178.368315286934
1	47200000	47200150	204.194155510342	186.123549169861
1	47400000	47400150	235.070558161699	222.382094711065
1	47600000	47600150	190.238023013311	193.722595297731
1	47800000	47800150	311.519221011581	204.672343435232
1	48000000	48000150	262.712768566799	216.497210750822
1	48200000	48200150	225.518372694195	210.768875654321
1	48400000	48400150	249.143260943681	222.195300273597
1	48600000	48600150	177.853057149501	193.681864370592
1	48800000	48800150	161.697733147128	175.454546697438
1	49000000	49000150	216.051907359046	208.830456680153
1	49200000	49200150	229.259917391874	219.667654030491
1	49400000	49400150	234.09268239217	217.860331956763
1	49600000	49600150	170.916799743459	211.488639633171
1	49800000	49800150	210.513940907018	206.360776838847
1	50000000	50000150	203.588925775711	214.25448708469
1	50200000	50200150	170.325669128719	187.537105288357
1	50400000	50400150	183.735830481885	215.042534226086
1	50600000	50600150	201.080271408798	185.111852828413
1	50800000	50800150	237.651121998839	199.590203817934
1	51000000	51000150	156.323075630159	179.556387057528
1	51200000	51200150	199.041183574167	202.030240581371
1	51400000	51400150	150.973082411168	204.415610793512
1	51600000	51600150	207.729234164655	191.250075644348
1	51800000	51800150	186.378583233782	187.482067628298
1	52000000	52000150	230.015446279194	212.319307029247
1	52200000	52200150	243.356203262998	190.237339376472
1	52400000	52400150	198.103600428179	185.195370414294
1	52600000	52600150	179.297714957615	214.33304680977
1	52800000	52800150	180.27216390385	196.418717771303
1	53000000	53000150	196.463612069604	217.5329196034
1	53200000	53200150	178.038675877813	175.96020369092
1	53400000	53400150	200.374357949867	203.590804059058
1	53600000	53600150	199.870898997554	215.64183011651
1	53800000	53800150	201.222448010264	199.85417232383
1	54000000	54000150	199.715294370075	203.452223993372
1	54200000	54200150	147.208612127496	190.186296810862
1	54400000	54400150	179.631998717632	181.797018437646
1	54600000	54600150	244.787735227803	218.424613436218
1	54800000	54800150	206.290086230799	192.306264513172
1	55000000	55000150	181.555126435339	178.446105436888
1	55200000	55200150	169.873912215994	202.359075983986
1	55400000	55400150	162.335894768034	179.10771133611
1	55600000	55600150	240.822279611285	186.807177728042
1	55800000	55800150	197.407995453597	201.929544052109
1	56000000	56000150	193.442004610107	208.013515174389
1	56200000	56200150	185.963064760062	205.076666374225
1	56400000	56400150	225.570871081044	214.941407367587
1	56600000	56600150	213.739449234476	209.424097754527
1	56800000	56800150	220.823085438792	218.458053760696
1	57000000	57000150	217.778321258441	185.400614480022
1	57200000	57200150	201.318119773615	201.391930063255
1	57400000	57400150	248.243103925431	215.759026643354
1	57600000	57600150	188.244588668652	191.481730807573
1	57800000	57800150	206.338544816113	180.923869076651
1	58000000	58000150	234.185128826726	208.598584844731
1	58200000	58200150	214.657482358959	193.099868844729
1	58400000	58400150	210.472929373152	192.793267953675
1	58600000	58600150	270.123750715735	219.469320168719
1	58800000	58800150	252.812516772376	184.46626951918
1	59000000	59000150	229.485025242358	222.785168664996
1	59200000	59200150	178.486846425081	182.665568415541
1	59400000	59400150	236.614625498686	200.664800254162
1	59600000	59600150	240.460489140954	221.919208043255
1	59800000	59800150	187.594299506425	213.075852754992
1	60000000	60000150	142.70198194193	180.058483197354
1	60200000	60200150	226.039164329261	183.521485619713
1	60400000	60400150	177.245966165935	197.041124210227
1	60600000	60600150	221.664896589727	214.369392953813
1	60800000	60800150	183.097872989748	177.705816191155
1	61000000	61000150	143.282817253837	202.012861543335
1	61200000	61200150	240.358444226165	213.272399560083
1	61400000	61400150	159.622172238164	220.464651263319
1	61600000	61600150	213.713346070511	215.05309852073
1	61800000	61800150	220.558019732802	199.425347498618
1	62000000	62000150	217.420374609382	207.780188461766
1	62200000	62200150	181.361007508146	176.715086982585
1	62400000	62400150	196.321912870379	211.637368856464
1	62600000	62600150	192.363385884033	182.950327452272
1	62800000	62800150	211.099916227492	190.621699148323
1	63000000	63000150	202.509929165985	206.089098774828
1	63200000	63200150	225.33381105312	179.398899595253
1	63400000	63400150	171.28256986634	202.607022505254
1	63600000	63600150	178.699147190929	189.080048759934
1	63800000	63800150	151.619736453365	182.015649904497
1	64000000	64000150	181.512133464664	175.426409533247
1	64200000	64200150	192.093831391422	203.687145246658
1	64400000	64400150	219.026706281816	218.711721152067
1	64600000	64600150	184.593348629309	216.115383349825
1	64800000	64800150	128.793671971255	178.664922434837
1	65000000	65000150	200.790666433866	223.85312874103
1	65200000	65200150	248.24640223953	224.048292229418
1	65400000	65400150	220.174299420212	194.144042034168
1	65600000	65600150	208.430823721011	205.590020655654
1	65800000	65800150	199.457326032414	191.662439214997
1	66000000	66000150	208.965292430375	222.724055894651
1	66200000	66200150	188.34551500917	193.9916417934
1	66400000	66400150	188.980037260397	184.58929923363
1	66600000	66600150	215.600202305936	207.9263553489
1	66800000	66800150	226.82475042705	219.533908145968
1	67000000	67000150	242.214479456856	208.934478124138
1	67200000	67200150	219.007132490885	187.087455485016
1	67400000	67400150	237.285022431725	188.292417267803
1	67600000	67600150	275.46875960417	216.028691094834
1	67800000	67800150	239.710267397824	200.061896373518
1	68000000	68000150	195.692405615664	206.99438971933
1	68200000	68200150	171.965480403374	207.061524991877
1	68400000	68400150	221.806007693928	214.883187832311
1	68600000	68600150	166.087084901821	186.082197062206
1	68800000	68800150	215.124964055208	206.04159993818
1	69000000	69000150	172.441580022442	196.479539969005
1	69200000	69200150	202.536696192212	176.777575025335
1	69400000	69400150	164.057155114672	185.350116866175
1	69600000	69600150	143.496539008967	175.662969052792
1	69800000	69800150	208.426673900526	179.83573989477
1	70000000	70000150	234.525836439444	208.141211478505
1	70200000	70200150	184.598104532329	180.765088123735
1	70400000	70400150	236.153144474086	186.683113221079
1	70600000	70600150	308.750683349761	223.579902306665
1	70800000	70800150	237.785267095984	211.014796735253
1	71000000	71000150	248.87132474195	219.468437705655
1	71200000	71200150	230.272495426251	214.31128741242
1	71400000	71400150	177.204786398456	204.582448524889
1	71600000	71600150	279.866610022338	218.147460953332
1	71800000	71800150	158.886216213634	196.298495365772
1	72000000	72000150	249.784285612125	208.422249183059
1	72200000	72200150	233.47293506782	222.695522743743
1	72400000	72400150	222.23947760178	189.542689500377
1	72600000	72600150	169.625319274508	217.389657651074
1	72800000	72800150	225.551778069287	209.376951598097
1	73000000	73000150	246.759791207049	221.635363157839
1	73200000	73200150	188.173128643822	187.67089046305
1	73400000	73400150	233.107295243474	218.35020451108
1	73600000	73600150	212.635860194549	214.124008466024
1	73800000	73800150	255.268934239392	209.604701295029
1	74000000	74000150	195.584074580882	200.229245587252
1	74200000	74200150	177.385853478068	200.96647113096
1	74400000	74400150	205.291856848245	212.101361097302
1	74600000	74600150	181.731292212032	190.078784548678
1	74800000	74800150	181.147473504525	198.354545631446
1	75000000	75000150	182.780503987263	214.731363358442
1	75200000	75200150	175.83620588224	181.368892453611
1	75400000	75400150	207.297362574772	218.241537350696
1	75600000	75600150	158.638320766089	209.581632772461
1	75800000	75800150	217.371517754692	192.391678411514
1	76000000	76000150	223.203422941696	223.594584013335
1	76200000	76200150	190.506847735351	192.941368091851
1	76400000	76400150	175.839796276019	204.422286921181
1	76600000	76600150	269.815883699164	181.131211901084
1	76800000	76800150	145.709768577394	194.660078652669
1	77000000	77000150	206.68092219206	186.920656496659
1	77200000	77200150	179.576607767902	184.682477579918
1	77400000	77400150	260.174477192898	206.822221714538
1	77600000	77600150	196.128343089919	180.713114188984
1	77800000	77800150	235.550237862075	208.272189076524
1	78000000	78000150	182.603986440968	183.772813610267
1	78200000	78200150	221.335908251446	222.58139558835
1	78400000	78400150	242.827820593454	223.174927325454
1	78600000	78600150	245.663124575727	210.979322926141
1	78800000	78800150	195.777707400735	222.017439035699
1	79000000	79000150	191.568040764146	202.851936081424
1	79200000	79200150	199.151375496073	215.198137052357
1	79400000	79400150	252.026266298885	206.715738354251
1	79600000	79600150	244.785908298488	221.315167064313
1	79800000	79800150	173.552581134868	183.789988141507
1	80000000	80000150	211.981514008455	204.459398519248
1	80200000	80200150	235.62648657946	216.038396116346
1	80400000	80400150	214.439987298119	185.468145238701
1	80600000	80600150	232.148253038155	213.371582969557
1	80800000	80800150	201.504513637703	208.549861202482
1	81000000	81000150	202.380335634728	177.312947798055
1	81200000	81200150	162.59216385095	212.680039717816
1	81400000	81400150	194.147894016988	195.38916562451
1	81600000	81600150	152.118181235665	193.626457313076
1	81800000	81800150	230.983877117359	187.739096255973
1	82000000	82000150	193.079854972294	194.50040308293
1	82200000	82200150	179.718825330246	198.480526835192
1	82400000	82400150	192.988923262665	179.304445721209
1	82600000	82600150	187.683431003009	203.098094533198
1	82800000	82800150	195.159381840384	183.127151592635
1	83000000	83000150	199.040859778483	198.117217363324
1	83200000	83200150	223.892811691273	213.621096091811
1	83400000	83400150	212.486626496255	216.571285063401
1	83600000	83600150	188.151790728236	217.346816486679
1	83800000	83800150	199.194021871389	188.143703073729
1	84000000	84000150	147.775645537873	189.084752055351
1	84200000	84200150	192.429713447804	196.475213696249
1	84400000	84400150	254.192664529689	211.578380432911
1	84600000	84600150	201.262010619303	214.440067799296
1	84800000	84800150	184.605942966619	177.296202047728
1	85000000	85000150	252.876325323982	197.238185454626
1	85200000	85200150	201.780356516544	175.591071578674
1	85400000	85400150	198.000546878274	175.978655426297
1	85600000	85600150	181.196441122134	211.170492845122
1	85800000	85800150	186.425153119965	186.826484452467
1	86000000	86000150	199.222515043101	216.351547127124
1	86200000	86200150	228.408266964195	177.576876129024
1	86400000	86400150	223.984629468622	190.181412536185
1	86600000	86600150	198.428918338584	199.105881759897
1	86800000	86800150	200.795033834688	204.869833786506
1	87000000	87000150	146.811090272548	190.342196135316
1	87200000	87200150	216.168937906002	206.182017538231
1	87400000	87400150	180.395949472869	192.117960436735
1	87600000	87600150	253.603946334431	223.002115276176
1	87800000	87800150	239.89994425118	191.037048527505
1	88000000	88000150	171.963771043736	179.571129928809
1	88200000	88200150	167.131230595658	178.209030174185
1	88400000	88400150	207.238845804014	223.595370783005
1	88600000	88600150	252.804819915311	185.63670826843
1	88800000	88800150	205.790569260433	214.691907865927
1	89000000	89000150	186.740611087486	177.44986374164
1	89200000	89200150	205.985300407628	175.90029760031
1	89400000	89400150	212.457955013201	212.633574719075
1	89600000	89600150	240.426723100754	211.989663355052
1	89800000	89800150	269.640695507402	220.690501702484
1	90000000	90000150	228.921177674108	213.963720772881
1	90200000	90200150	215.251548303938	200.248187640682
1	90400000	90400150	164.555409403038	183.223665237892
1	90600000	90600150	140.42360191516	178.279417543672
1	90800000	90800150	226.102917768388	192.800820816774
1	91000000	91000150	190.253985444976	209.769168472849
1	91200000	91200150	170.179142254114	177.237070468254
1	91400000	91400150	202.545502626682	215.032655582763
1	91600000	91600150	177.601586213934	206.600744114257
1	91800000	91800150	205.634649532444	189.986050711013
1	92000000	92000150	172.028937983568	177.196213486604
1	92200000	92200150	218.91777091683	184.764623478986
1	92400000	92400150	247.625162318042	209.372631867882
1	92600000	92600150	191.33344653359	185.180525679607
1	92800000	92800150	157.346283408934	191.14892964717
1	93000000	93000150	231.819004394471	223.868325981312
1	93200000	93200150	209.07787751113	213.953780278098
1	93400000	93400150	191.195337461107	176.315580040682
1	93600000	93600150	225.910322627637	205.402859859169
1	93800000	93800150	205.886039054852	188.498117343988
1	94000000	94000150	210.148069693832	208.070223231334
1	94200000	94200150	188.458747462023	206.600883614738
1	94400000	94400150	251.6565569335	217.946480086539
1	94600000	94600150	157.074043820731	207.644842704758
1	94800000	94800150	144.099780946717	190.617475565523
1	95000000	95000150	178.720734392384	183.988411072642
1	95200000	95200150	163.845958201834	188.930012984201
1	95400000	95400150	188.509749236686	224.113386124372
1	95600000	95600150	181.969221969577	205.193193152081
1	95800000	95800150	196.072773384816	183.794007764664
1	96000000	96000150	264.61258559961	215.025144733954
1	96200000	96200150	163.8341276734	185.574920312501
1	96400000	96400150	145.941883345795	179.293818341102
1	96600000	96600150	203.323786209473	213.281835243106
1	96800000	96800150	220.669678631395	213.594423257746
1	97000000	97000150	203.018533968149	199.276217562146
1	97200000	97200150	175.386273364686	177.073491516057
1	97400000	97400150	247.590752505975	213.045631418936
1	97600000	97600150	185.779516670148	223.885369999334
1	97800000	97800150	187.542855706554	199.01546840556
1	98000000	98000150	181.094295265476	178.272546059452
1	98200000	98200150	253.222404975853	202.20173059497
1	98400000	98400150	220.592821175833	198.946174304001
1	98600000	98600150	186.998740782696	209.315517987125
1	98800000	98800150	156.45133758997	184.542004333343
1	99000000	99000150	260.345510471876	209.016884502489
1	99200000	99200150	176.908834878496	175.034648925066
1	99400000	99400150	175.664817408357	202.210170798935
1	99600000	99600150	147.597212493202	178.830574383028
1	99800000	99800150	223.081952976272	182.097331178375
1	100000000	100000150	179.563677062556	186.738719732966
1	100200000	100200150	197.013352105741	211.191266542301
1	100400000	100400150	210.437357895091	222.883508156519
1	100600000	100600150	287.087267712532	197.717589628883
1	100800000	100800150	207.221891375954	210.299157851841
1	101000000	101000150	179.792023400895	210.957005305681
1	101200000	101200150	149.853117554442	191.140103049111
1	101400000	101400150	198.373303829857	215.991027117707
1	101600000	101600150	226.434554957721	179.773881810252
1	101800000	101800150	203.472943426308	192.969749774784
1	102000000	102000150	260.773922100517	215.951905178372
1	102200000	102200150	222.396506406809	211.344246345107
1	102400000	102400150	249.380609380486	214.019839803223
1	102600000	102600150	159.863033173401	188.352990429848
1	102800000	102800150	222.969562766394	180.015760869719
1	103000000	103000150	237.679545207987	204.601824108977
1	103200000	103200150	241.877182710969	222.678197035566
1	103400000	103400150	190.083996801826	176.772234204691
1	103600000	103600150	199.542045448047	213.965863082558
1	103800000	103800150	188.215087062525	217.725095781498
1	104000000	104000150	207.948412113177	194.844619114883
1	104200000	104200150	216.896872014706	187.928908620961
1	104400000	104400150	309.174436801787	224.522093147971
1	104600000	104600150	194.482302724363	179.528197809123
1	104800000	104800150	157.916491548791	192.635958152823
1	105000000	105000150	215.307554404666	193.0230497499
1	105200000	105200150	197.682464871653	207.255550392438
1	105400000	105400150	180.897963507205	224.05518310843
1	105600000	105600150	165.411254064853	177.407972584479
1	105800000	105800150	205.916417629633	223.506900842767
1	106000000	106000150	176.841276398337	201.418516447302
1	106200000	106200150	174.029353852498	202.596173249185
1	106400000	106400150	182.583442685135	211.769841471687
1	106600000	106600150	205.8557623991	203.194294078276
1	106800000	106800150	234.778476246518	209.35713481158
1	107000000	107000150	238.471804388489	213.518516963813
1	107200000	107200150	214.044813491816	212.587639025878
1	107400000	107400150	211.157221797747	222.698936832603
1	107600000	107600150	190.118530198863	216.149702807888
1	107800000	107800150	219.61410604599	205.725299939513
1	108000000	108000150	255.003098008407	223.600605363026
1	108200000	108200150	182.639503039808	179.097666998859
1	108400000	108400150	228.420997289643	223.353595763911
1	108600000	108600150	188.338327086932	213.241687940899
1	108800000	108800150	203.782406132691	210.078257240821
1	109000000	109000150	237.297880231616	215.270004409831
1	109200000	109200150	136.945627470719	175.403545959853
1	109400000	109400150	156.73848903489	191.108265623916
1	109600000	109600150	180.728065318754	184.151289740112
1	109800000	109800150	216.295551051248	195.699945150409
1	110000000	110000150	158.591941903239	196.542711125221
1	110200000	110200150	194.360600185745	187.038330326322
1	110400000	110400150	202.362052725321	183.502306020819
1	110600000	110600150	179.154561867505	195.374698203523
1	110800000	110800150	193.012713202282	183.694967953488
1	111000000	111000150	190.405498069559	191.652833740227
1	111200000	111200150	163.655810336827	180.082656210288
1	111400000	111400150	180.37105891202	188.981404958759
1	111600000	111600150	169.405101529918	188.545418414287
1	111800000	111800150	176.858875692971	216.44884069683
1	112000000	112000150	205.783630705469	214.036819490138
1	112200000	112200150	196.368893223307	208.743354107719
1	112400000	112400150	210.495359845089	209.285215835553
1	112600000	112600150	243.146338466272	217.768104095012
1	112800000	112800150	231.9885656387	205.200518062338
1	113000000	113000150	196.919778935042	185.154816973954
1	113200000	113200150	251.73887497918	184.000118577387
1	113400000	113400150	175.694251032944	196.178920345847
1	113600000	113600150	237.408593342336	204.410857800394
1	113800000	113800150	208.251119748138	218.277011997998
1	114000000	114000150	163.317229315636	197.040032816585
1	114200000	114200150	202.622283901895	223.130245960783
1	114400000	114400150	162.543266509746	191.587139992043
1	114600000	114600150	217.739901867968	222.661675640848
1	114800000	114800150	203.615324560595	195.928651618306
1	115000000	115000150	184.10484271494	180.543529335409
1	115200000	115200150	170.126491950035	176.646009716205
1	115400000	115400150	209.667641600865	223.954680457246
1	115600000	115600150	196.20798094129	214.189814729616
1	115800000	115800150	198.567601570781	194.380713393912
1	116000000	116000150	184.804335551293	177.303579531144
1	116200000	116200150	153.85032971018	182.286008587107
